,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,NPOPCHG_2017,NPOPCHG_2018,NPOPCHG_2019,NPOPCHG_2020,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,BIRTHS2020,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,DEATHS2020,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,NATURALINC2017,NATURALINC2018,NATURALINC2019,NATURALINC2020,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,INTERNATIONALMIG2017,INTERNATIONALMIG2018,INTERNATIONALMIG2019,INTERNATIONALMIG2020,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,DOMESTICMIG2017,DOMESTICMIG2018,DOMESTICMIG2019,DOMESTICMIG2020,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,NETMIG2017,NETMIG2018,NETMIG2019,NETMIG2020,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019,RESIDUAL2020,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,GQESTIMATES2017,GQESTIMATES2018,GQESTIMATES2019,GQESTIMATES2020,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RBIRTH2017,RBIRTH2018,RBIRTH2019,RBIRTH2020,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RDEATH2017,RDEATH2018,RDEATH2019,RDEATH2020,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RNATURALINC2017,RNATURALINC2018,RNATURALINC2019,RNATURALINC2020,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RINTERNATIONALMIG2017,RINTERNATIONALMIG2018,RINTERNATIONALMIG2019,RINTERNATIONALMIG2020,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RDOMESTICMIG2017,RDOMESTICMIG2018,RDOMESTICMIG2019,RDOMESTICMIG2020,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016,RNETMIG2017,RNETMIG2018,RNETMIG2019,RNETMIG2020
434,50,3,5,13,73,Georgia,Columbia County,124053,124013,124951,128832,132601,136232,139223,143991,147622,151757,154399,157129,160377,938,3881,3769,3631,2991,4768,3631,4135,2642,2730,3248,405,1616,1718,1494,1723,1719,1908,1837,1815,1799,1789,137,772,776,857,818,891,884,961,1003,1043,1138,268,844,942,637,905,828,1024,876,812,756,651,81,153,335,226,203,327,375,159,69,107,95,556,2867,2432,2713,1861,3575,2228,3095,1767,1871,2514,637,3020,2767,2939,2064,3902,2603,3254,1836,1978,2609,33,17,60,55,22,38,4,5,-6,-4,-12,640,641,639,806,777,743,767,691,766,797,714,715,12.7352896,13.14294676,11.1147069,12.51021038,12.13923041,13.08583637,12.27206985,11.85670051,11.54952364,11.26907838,6.083937852,5.936511458,6.375705364,5.939264127,6.292061833,6.062829846,6.419955976,6.552215211,6.696027323,7.168368472,6.651351745,7.206435301,4.739001536,6.570946253,5.847168572,7.023006519,5.852113876,5.304485295,4.853496315,4.100709908,1.205754523,2.562798117,1.681341204,1.473924961,2.309207878,2.571901801,1.062198751,0.450750598,0.686936648,0.598413888,22.59410599,18.60514931,20.18353402,13.51218892,25.24592711,15.2805259,20.67613293,11.54313487,12.01176138,15.83592121,23.79986051,21.16794743,21.86487522,14.98611388,27.55513499,17.8524277,21.73833168,11.99388547,12.69869803,16.4343351
435,50,3,5,13,75,Georgia,Cook County,17212,17205,17184,17036,16906,17055,17307,17076,17175,17217,17161,17241,17291,-21,-148,-130,149,252,-231,99,42,-56,80,50,56,238,208,228,235,222,219,186,227,209,211,78,178,158,186,185,197,189,197,186,203,211,-22,60,50,42,50,25,30,-11,41,6,0,1,5,2,2,-1,0,0,-1,-1,-1,0,0,-213,-190,103,201,-257,71,55,-95,74,50,1,-208,-188,105,200,-257,71,54,-96,73,50,0,0,8,2,2,1,-2,-1,-1,1,0,143,143,156,142,139,149,142,141,145,145,143,143,13.90999416,12.25620176,13.42716646,13.67790001,12.91335835,12.7879478,10.81646895,13.20612019,12.15045637,12.22054906,10.40327294,9.309999411,10.95374106,10.76770852,11.45915133,11.03617413,11.45615259,10.82087382,11.80163944,12.22054906,3.506721216,2.946202345,2.4734254,2.910191491,1.454207021,1.751773671,-0.639683647,2.385246379,0.348816929,0.0,0.292226768,0.117848094,0.117782162,-0.05820383,0.0,0.0,-0.058153059,-0.058176741,-0.058136155,0.0,-12.44886032,-11.19556891,6.065781337,11.69896979,-14.94924817,4.145864354,3.198418237,-5.526790389,4.302075461,2.895864705,-12.15663355,-11.07772082,6.183563499,11.64076596,-14.94924817,4.145864354,3.140265178,-5.58496713,4.243939306,2.895864705
436,50,3,5,13,77,Georgia,Coweta County,127317,127368,127939,129390,130614,132980,135191,138217,140561,143218,146063,148504,150849,571,1451,1224,2366,2211,3026,2344,2657,2845,2441,2345,396,1633,1586,1673,1683,1640,1627,1657,1688,1617,1630,170,875,816,939,961,966,1026,1082,1063,1125,1211,226,758,770,734,722,674,601,575,625,492,419,13,17,77,143,105,251,285,203,186,120,108,311,676,403,1470,1360,2082,1456,1875,2032,1829,1817,324,693,480,1613,1465,2333,1741,2078,2218,1949,1925,21,0,-26,19,24,19,2,4,2,0,1,588,588,596,587,535,507,581,498,592,586,639,637,12.69192357,12.19981231,12.69376389,12.55169276,11.99672285,11.67237013,11.67810162,11.67031364,10.97882655,10.8901531,6.800632653,6.27682651,7.124593124,7.167068773,7.06636236,7.360695607,7.625652356,7.349255568,7.638330159,8.090782454,5.891290916,5.9229858,5.56917077,5.38462399,4.930360487,4.311674522,4.052449265,4.321058072,3.34049639,2.799370643,0.132126577,0.59229858,1.085001935,0.783082436,1.836083802,2.044637669,1.430690784,1.285946882,0.814755217,0.721556156,5.253974484,3.099952308,11.15351639,10.14278203,15.22998596,10.44558753,13.21450847,14.048624,12.41822743,12.13951422,5.386101061,3.692250888,12.23851833,10.92586447,17.06606976,12.4902252,14.64519926,15.33457088,13.23298265,12.86107038
437,50,3,5,13,79,Georgia,Crawford County,12630,12593,12577,12576,12567,12474,12395,12351,12250,12236,12273,12345,12231,-16,-1,-9,-93,-79,-44,-101,-14,37,72,-114,51,136,143,125,128,143,114,119,121,116,104,38,100,117,105,133,117,113,170,127,141,159,13,36,26,20,-5,26,1,-51,-6,-25,-55,0,4,7,17,12,16,-1,0,-1,-1,-1,-29,-41,-43,-131,-88,-86,-100,38,43,99,-58,-29,-37,-36,-114,-76,-70,-101,38,42,98,-59,0,0,1,1,2,0,-1,-1,1,-1,0,133,134,143,135,135,135,150,135,142,133,142,142,10.81381943,11.37493537,9.983626852,10.29394025,11.55742342,9.267915938,9.719839909,9.873923865,9.4239987,8.463541667,7.951337813,9.306765303,8.386246556,10.69604729,9.456073709,9.18661843,13.88548558,10.36353992,11.4550329,12.93945313,2.862481613,2.068170067,1.597380296,-0.402107041,2.101349713,0.081297508,-4.165645675,-0.489616059,-2.031034203,-4.475911458,0.318053513,0.556815018,1.357773252,0.965056898,1.293138285,-0.081297508,0.0,-0.081602677,-0.081241368,-0.081380208,-3.260048503,-3.420435111,-10.46284094,-7.07708392,-6.950618282,-8.129750823,3.103814425,3.508915092,8.042895442,-4.720052083,-2.941994991,-2.863620093,-9.105067689,-6.112027022,-5.657479997,-8.211048331,3.103814425,3.427312416,7.961654074,-4.801432292
438,50,3,5,13,81,Georgia,Crisp County,23439,23435,23436,23753,23593,23304,23064,22961,22882,22675,22572,22382,22034,1,317,-160,-289,-240,-103,-79,-207,-103,-190,-348,81,336,294,296,272,318,304,277,283,243,237,29,254,228,267,254,238,252,232,284,253,317,52,82,66,29,18,80,52,45,-1,-10,-80,0,8,10,18,12,25,2,0,-1,-1,-1,-54,224,-240,-344,-279,-206,-133,-250,-102,-177,-266,-54,232,-230,-326,-267,-181,-131,-250,-103,-178,-267,3,3,4,8,9,-2,0,-2,1,-2,-1,506,503,485,437,350,415,436,414,448,439,471,467,14.24060692,12.41921176,12.62340875,11.73222912,13.81857686,13.26265733,12.16059003,12.50911663,10.8110513,10.67182997,10.76522071,9.631225447,11.38665586,10.95583161,10.34220532,10.99404489,10.18504291,12.55331845,11.25595053,14.27413545,3.475386213,2.787986314,1.236752884,0.776397516,3.476371537,2.268612438,1.975547117,-0.044201826,-0.44489923,-3.602305476,0.33906207,0.422422169,0.767639721,0.517598344,1.086366105,0.087254325,0.0,-0.044201826,-0.044489923,-0.045028818,9.493737947,-10.13813205,-14.670448,-12.03416149,-8.951656708,-5.802412582,-10.97526176,-4.508586205,-7.874716377,-11.97766571,9.832800017,-9.71570988,-13.90280828,-11.51656315,-7.865290603,-5.715158258,-10.97526176,-4.55278803,-7.9192063,-12.02269452
439,50,3,5,13,83,Georgia,Dade County,16633,16644,16632,16605,16528,16466,16299,16176,16249,16270,16238,16103,16057,-12,-27,-77,-62,-167,-123,73,21,-32,-135,-46,23,146,203,155,171,163,173,147,158,149,145,29,143,156,181,179,201,189,180,192,196,198,-6,3,47,-26,-8,-38,-16,-33,-34,-47,-53,0,7,0,-6,-5,-7,-3,-5,-5,-5,-3,-4,-37,-127,-30,-153,-79,94,60,8,-82,9,-4,-30,-127,-36,-158,-86,91,55,3,-87,6,-2,0,3,0,-1,1,-2,-1,-1,-1,1,993,991,979,978,1057,974,950,971,970,1018,984,984,8.785389777,12.2536444,9.395647694,10.43796734,10.03849115,10.67077872,9.040868415,9.720684139,9.214310009,9.017412935,8.604868069,9.416593728,10.97169182,10.9262933,12.37875289,11.65767155,11.07045112,11.81247693,12.12083733,12.31343284,0.180521708,2.837050675,-1.576044129,-0.488325958,-2.34026174,-0.98689283,-2.029582705,-2.091792789,-2.906527318,-3.2960199,0.421217318,0.0,-0.363702491,-0.305203723,-0.431100847,-0.185042406,-0.307512531,-0.307616587,-0.309205034,-0.186567164,-2.226434395,-7.666073099,-1.818512457,-9.339233939,-4.865280985,5.797995374,3.690150374,0.492186539,-5.070962555,0.559701493,-1.805217077,-7.666073099,-2.182214948,-9.644437662,-5.296381832,5.612952968,3.382637843,0.184569952,-5.380167589,0.373134328
440,50,3,5,13,85,Georgia,Dawson County,22330,22377,22325,22334,22511,22730,23024,23371,23664,24410,25106,26091,27113,-52,9,177,219,294,347,293,746,696,985,1022,55,244,222,232,249,216,229,274,237,291,291,31,166,175,183,158,212,200,221,258,256,252,24,78,47,49,91,4,29,53,-21,35,39,-3,-8,-4,3,6,30,30,7,4,3,0,-78,-59,137,166,194,310,234,684,712,948,988,-81,-67,133,169,200,340,264,691,716,951,988,5,-2,-3,1,3,3,0,2,1,-1,-5,299,239,180,141,143,142,137,139,121,102,110,110,10.92724871,9.900769317,10.25618355,10.88429427,9.311348206,9.737429574,11.39909307,9.572663382,11.36785359,10.93902714,7.434111825,7.804660497,8.090006852,6.906499978,9.138915831,8.504305305,9.194159005,10.42087406,10.00058597,9.472971957,3.493136882,2.096108819,2.166176698,3.977794291,0.172432374,1.233124269,2.20493406,-0.848210679,1.367267613,1.466055184,-0.358270449,-0.17839224,0.132623063,0.262272151,1.293242806,1.275645796,0.291217706,0.161563939,0.117194367,0.0,-2.642244564,6.109934218,7.338476161,8.480132885,13.363509,9.950037206,28.45613013,28.75838113,37.03341993,37.14006466,-3.000515014,5.931541978,7.471099224,8.742405036,14.65675181,11.225683,28.74734784,28.91994507,37.15061429,37.14006466
441,50,3,5,13,87,Georgia,Decatur County,27842,27841,27815,27655,27449,27401,27183,27063,26682,26727,26613,26496,26457,-26,-160,-206,-48,-218,-120,-381,45,-114,-117,-39,90,372,372,363,366,345,364,393,364,375,349,56,314,319,275,316,307,316,306,379,324,342,34,58,53,88,50,38,48,87,-15,51,7,-4,-7,-11,-5,-4,-6,5,0,0,-3,2,-58,-212,-252,-131,-267,-150,-437,-40,-99,-165,-48,-62,-219,-263,-136,-271,-156,-432,-40,-99,-168,-46,2,1,4,0,3,-2,3,-2,0,0,0,1069,1068,1058,1042,1058,1071,1134,961,1021,1035,1053,1053,13.41265549,13.50174216,13.23609845,13.41052323,12.71983188,13.54544609,14.71662079,13.64829396,14.12190024,13.18150058,11.32143501,11.57810685,10.02734731,11.57848454,11.31880692,11.75923342,11.45874291,14.21072366,12.20132181,12.91711518,2.09122048,1.923635308,3.20875114,1.832038693,1.40102496,1.786212671,3.257877886,-0.562429696,1.920578433,0.264385398,-0.252388679,-0.399245064,-0.182315406,-0.146563095,-0.221214467,0.18606382,0.0,0.0,-0.112975202,0.075538685,-7.643771408,-9.146341463,-4.776663628,-9.783086619,-5.530361686,-16.26197786,-1.49787489,-3.712035996,-6.213636107,-1.812928446,-7.896160087,-9.545586527,-4.958979034,-9.929649714,-5.751576153,-16.07591404,-1.49787489,-3.712035996,-6.326611309,-1.737389761
442,50,3,5,13,89,Georgia,DeKalb County,691893,692031,692536,698496,710783,718026,725247,734846,747299,751680,755514,759932,762009,505,5960,12287,7243,7221,9599,12453,4381,3834,4418,2077,2668,11046,11008,10891,11016,11111,11129,10986,11028,10579,10514,984,4214,4148,4259,4399,4380,4514,4637,4799,4912,5495,1684,6832,6860,6632,6617,6731,6615,6349,6229,5667,5019,879,3095,4346,4896,4071,4978,7051,4723,3943,3975,3081,-2138,-3974,1075,-4277,-3337,-2026,-1194,-6660,-6310,-5207,-6022,-1259,-879,5421,619,734,2952,5857,-1937,-2367,-1232,-2941,80,7,6,-8,-130,-84,-19,-31,-28,-17,-1,13049,12828,12473,13845,13560,13318,11634,13576,12258,11522,11856,11844,15.88173385,15.62217276,15.24486478,15.26530324,15.21957848,15.01742407,14.6579772,14.63381622,13.96156643,13.81656713,6.058811012,5.886698092,5.961608585,6.095866825,5.999617833,6.091171916,6.186877868,6.368125139,6.482580046,7.221042077,9.822922837,9.735474665,9.283256195,9.169436413,9.219960646,8.926252155,8.471099328,8.265691079,7.478986384,6.595525057,4.449933575,6.167692842,6.853260303,5.641344361,6.818743738,9.514588654,6.301622638,5.232239513,5.245980391,4.048777187,-5.713743465,1.525602808,-5.986804394,-4.624211774,-2.775165692,-1.611178393,-8.886048437,-8.373175583,-6.871904377,-7.913578779,-1.263809891,7.69329565,0.866455908,1.017132587,4.043578046,7.90341026,-2.584425799,-3.140936071,-1.625923985,-3.864801592
443,50,3,5,13,91,Georgia,Dodge County,21796,21792,21756,21606,21511,21424,21167,21133,20866,20777,20858,20672,20452,-36,-150,-95,-87,-257,-34,-267,-89,81,-186,-220,61,251,242,278,223,240,222,205,228,206,206,24,246,240,227,198,228,234,238,212,228,295,37,5,2,51,25,12,-12,-33,16,-22,-89,0,-3,0,5,2,8,24,20,15,19,12,-75,-152,-96,-142,-288,-51,-280,-75,51,-181,-143,-75,-155,-96,-137,-286,-43,-256,-55,66,-162,-131,2,0,-1,-1,4,-3,1,-1,-1,-2,0,1951,1915,1841,1854,1883,1817,1823,1758,1664,1854,1818,1818,11.57695678,11.22527078,12.94980785,10.4716959,11.34751773,10.57168028,9.845592296,10.95232377,9.920539369,10.01848069,11.34634011,11.13249994,10.57412368,9.297738959,10.78014184,11.14312246,11.43049252,10.18373964,10.98001445,14.34685342,0.230616669,0.092770833,2.375684174,1.173956939,0.567375887,-0.571442177,-1.584900223,0.768584124,-1.059475078,-4.328372726,-0.138370001,0.0,0.232910213,0.093916555,0.378250591,1.142884354,0.96054559,0.720547616,0.915001204,0.583600817,-7.010746737,-4.452999977,-6.614650052,-13.52398394,-2.411347518,-13.3336508,-3.602045962,2.449861895,-8.716590417,-6.954576403,-7.149116738,-4.452999977,-6.381739839,-13.43006739,-2.033096927,-12.19076645,-2.641500372,3.170409511,-7.801589213,-6.370975586
444,50,3,5,13,93,Georgia,Dooly County,14918,14920,14850,14610,14414,14373,14248,14033,13870,13694,13718,13400,13174,-70,-240,-196,-41,-125,-215,-163,-176,24,-318,-226,32,135,122,110,107,100,123,92,90,110,110,46,115,130,123,110,130,139,114,112,130,133,-14,20,-8,-13,-3,-30,-16,-22,-22,-20,-23,4,17,26,6,-4,-2,1,-1,-1,-1,1,-63,-279,-220,-33,-119,-184,-148,-156,47,-295,-203,-59,-262,-194,-27,-123,-186,-147,-157,46,-296,-202,3,2,6,-1,1,1,0,3,0,-2,-1,1978,1974,1948,1932,1900,1869,1867,1875,1815,1938,1879,1876,9.16496945,8.406835722,7.642338556,7.477027358,7.071885718,8.816256317,6.675373676,6.566467241,8.112692677,8.278768721,7.807196198,8.958103638,8.545524021,7.686663639,9.193451434,9.963086407,8.271658685,8.171603677,9.587727709,10.009784,1.357773252,-0.551267916,-0.903185466,-0.209636281,-2.121565715,-1.14683009,-1.596285009,-1.605136437,-1.475035032,-1.731015278,1.154107264,1.791620728,0.41685483,-0.279515041,-0.141437714,0.071676881,-0.07255841,-0.072960747,-0.073751752,0.075261534,-18.94093686,-15.1598677,-2.292701567,-8.315572482,-13.01226972,-10.60817833,-11.31911189,3.429155115,-21.75676672,-15.27809137,-17.7868296,-13.36824697,-1.875846736,-8.595087523,-13.15370744,-10.53650145,-11.39167029,3.356194367,-21.83051847,-15.20282983
445,50,3,5,13,95,Georgia,Dougherty County,94565,94564,94521,95080,94716,93441,92775,91556,90365,89537,89247,87854,86477,-43,559,-364,-1275,-666,-1219,-1191,-828,-290,-1393,-1377,382,1572,1384,1404,1273,1279,1184,1248,1194,1189,1169,269,755,890,917,848,879,975,929,949,988,1046,113,817,494,487,425,400,209,319,245,201,123,16,61,106,114,74,96,90,56,55,40,29,-165,-317,-973,-1917,-1179,-1732,-1494,-1206,-584,-1631,-1522,-149,-256,-867,-1803,-1105,-1636,-1404,-1150,-529,-1591,-1493,-7,-2,9,41,14,17,4,3,-6,-3,-7,4331,4483,4645,4375,3977,4363,4124,4048,3946,4938,4563,4555,16.58219102,14.58407975,14.92370733,13.67229454,13.87721002,13.01663909,13.87422041,13.35689995,13.42736631,13.41126937,7.964093016,9.37849059,9.747179217,9.107702883,9.537191248,10.71893844,10.32784516,10.61616252,11.15747511,12.00016061,8.618098006,5.205589159,5.176528112,4.564591657,4.340018771,2.29770065,3.546375249,2.740737426,2.269891192,1.411108753,0.643456522,1.116988767,1.211754014,0.794775959,1.041604505,0.989440471,0.622561172,0.615267586,0.45171964,0.332700438,-3.34386422,-10.25311387,-20.37660039,-12.66271427,-18.79228128,-16.42471183,-13.40729953,-6.533023089,-18.41886833,-17.46103676,-2.700407698,-9.136125103,-19.16484638,-11.86793831,-17.75067677,-15.43527135,-12.78473836,-5.917755504,-17.96714869,-17.12833633
446,50,3,5,13,97,Georgia,Douglas County,132403,132281,132575,133128,133597,136081,138082,140264,141824,143563,145260,146680,147988,294,553,469,2484,2001,2182,1560,1739,1697,1420,1308,433,1751,1762,1744,1714,1748,1794,1669,1724,1661,1669,153,830,843,836,895,960,972,976,1002,1020,1167,280,921,919,908,819,788,822,693,722,641,502,52,101,115,157,101,129,181,112,90,93,83,-33,-472,-580,1406,1084,1271,562,942,892,688,720,19,-371,-465,1563,1185,1400,743,1054,982,781,803,-5,3,15,13,-3,-6,-5,-8,-7,-2,3,1368,1373,1380,1340,1315,1369,1278,1329,1241,1217,1256,1252,13.18012969,13.21210985,12.93394344,12.50351069,12.55990745,12.71943507,11.69639822,11.93810742,11.37905049,11.32800304,6.247577182,6.321117256,6.199986651,6.528962697,6.897889677,6.891466493,6.839835031,6.93850559,6.987737206,7.920778639,6.932552512,6.890992595,6.733956793,5.974547988,5.662017776,5.827968577,4.856563193,4.999601832,4.391313284,3.407224402,0.760247344,0.862311369,1.16435156,0.736787969,0.926903925,1.283287485,0.784899102,0.623219065,0.637117216,0.563345867,-3.552839072,-4.349048646,10.42725028,7.907704541,9.13251852,3.98457219,6.601562089,6.176793399,4.713297253,4.886855716,-2.792591728,-3.486737276,11.59160184,8.64449251,10.05942245,5.267859675,7.386461191,6.800012464,5.350414469,5.450201583
447,50,3,5,13,99,Georgia,Early County,11008,11008,10983,10791,10641,10543,10451,10459,10310,10313,10255,10176,10037,-25,-192,-150,-98,-92,8,-149,3,-58,-79,-139,40,160,155,143,118,130,139,125,122,141,124,12,121,124,170,137,135,133,136,149,136,159,28,39,31,-27,-19,-5,6,-11,-27,5,-35,0,2,1,0,3,5,6,1,1,0,4,-54,-235,-188,-72,-76,9,-162,15,-31,-84,-108,-54,-233,-187,-72,-73,14,-156,16,-30,-84,-104,1,2,6,1,0,-1,1,-2,-1,0,0,172,153,133,113,131,132,129,107,125,134,137,137,14.69642693,14.46435237,13.50075529,11.24130704,12.43424199,13.38533391,12.12238763,11.86308829,13.80255494,12.26933162,11.11417287,11.5714819,16.04984894,13.051348,12.91248207,12.80754971,13.18915774,14.48852587,13.31310264,15.73244941,3.582254065,2.892870474,-2.549093656,-1.810040964,-0.478240077,0.577784198,-1.066770111,-2.625437573,0.489452303,-3.463117795,0.183705337,0.093318402,0.0,0.285795942,0.478240077,0.577784198,0.096979101,0.097238429,0.0,0.395784891,-21.58537706,-17.54385965,-6.797583082,-7.240163856,0.860832138,-15.60017334,1.454686515,-3.014391287,-8.222798688,-10.68619205,-21.40167172,-17.45054125,-6.797583082,-6.954367915,1.339072214,-15.02238914,1.551665616,-2.917152859,-8.222798688,-10.29040716
448,50,3,5,13,101,Georgia,Echols County,4034,4023,4014,4063,3965,3992,4027,4024,3934,3888,3933,3963,4002,-9,49,-98,27,35,-3,-90,-46,45,30,39,13,64,78,76,72,58,50,50,40,65,36,10,32,23,33,30,29,33,29,23,15,24,3,32,55,43,42,29,17,21,17,50,12,-3,2,3,1,5,7,-1,-3,-3,-3,-2,-9,15,-160,-16,-11,-40,-106,-65,31,-17,30,-12,17,-157,-15,-6,-33,-107,-68,28,-20,28,0,0,4,-1,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15.84746812,19.43198804,19.10267689,17.95735129,14.40814806,12.56597135,12.7844541,10.22887099,16.46403242,9.039548023,7.92373406,5.729945192,8.294583386,7.482229705,7.204074028,8.293541091,7.41498338,5.881600818,3.799392097,6.026365348,7.92373406,13.70204285,10.8080935,10.47512159,7.204074028,4.272430259,5.369470724,4.34727017,12.66464032,3.013182674,0.495233379,0.747384156,0.251351012,1.247038284,1.738914421,-0.251319427,-0.767067246,-0.767165324,-0.759878419,-0.502197112,3.714250341,-39.86048829,-4.021616187,-2.743484225,-9.936653832,-26.63985926,-16.61979033,7.927375016,-4.30597771,7.532956686,4.209483719,-39.11310414,-3.770265175,-1.496445941,-8.197739411,-26.89117869,-17.38685758,7.160209692,-5.06585613,7.030759573
449,50,3,5,13,103,Georgia,Effingham County,52250,52258,52469,52709,53360,54456,55452,57125,58705,60121,62274,64342,65765,211,240,651,1096,996,1673,1580,1416,2153,2068,1423,141,661,700,739,778,757,763,762,815,809,806,53,326,349,397,403,423,427,453,513,498,525,88,335,351,342,375,334,336,309,302,311,281,4,21,25,26,35,62,70,45,38,24,23,119,-116,283,716,580,1262,1170,1061,1808,1736,1124,123,-95,308,742,615,1324,1240,1106,1846,1760,1147,0,0,-8,12,6,15,4,1,5,-3,-5,607,615,631,564,511,487,550,590,577,606,606,607,12.56916846,13.1989554,13.70854048,14.15729519,13.44857298,13.17447984,12.82547591,13.31753748,12.77879573,12.38980224,6.199015003,6.580622048,7.364398605,7.333406122,7.514856498,7.37287404,7.624593944,8.382695372,7.866304417,8.070280615,6.370153454,6.618333349,6.344141871,6.823889071,5.933716479,5.801605802,5.200881962,4.93484211,4.912491312,4.319521625,0.399323052,0.471391264,0.482303183,0.636896313,1.101468328,1.208667875,0.757409994,0.620940398,0.379099008,0.353555151,-2.20578448,5.336149111,13.28188766,10.55428176,22.42021017,20.2020202,17.85804454,29.54369051,27.42149491,17.2780865,-1.806461427,5.807540375,13.76419084,11.19117808,23.5216785,21.41068808,18.61545453,30.16463091,27.80059392,17.63164165
450,50,3,5,13,105,Georgia,Elbert County,20166,20165,20101,19822,19577,19492,19391,19303,19122,19104,19053,19205,19335,-64,-279,-245,-85,-101,-88,-181,-18,-51,152,130,57,251,229,241,222,218,207,241,187,223,214,65,262,223,265,270,235,262,258,272,257,282,-8,-11,6,-24,-48,-17,-55,-17,-85,-34,-68,0,-5,-5,5,4,0,2,0,-2,-3,-1,-59,-264,-252,-63,-53,-69,-127,1,38,190,200,-59,-269,-257,-58,-49,-69,-125,1,36,187,199,3,1,6,-3,-4,-2,-1,-2,-2,-1,-1,220,222,223,229,231,268,265,274,264,285,275,275,12.57420535,11.62466052,12.3371471,11.418872,11.26789683,10.77423552,12.60921886,9.801609141,11.65769251,11.1053451,13.12526614,11.32008427,13.56574266,13.8878173,12.14658603,13.63695511,13.49866583,14.25688602,13.43509854,14.63414634,-0.551060792,0.304576258,-1.228595562,-2.468945297,-0.878689202,-2.862719584,-0.889446973,-4.455276882,-1.777406033,-3.528801245,-0.250482178,-0.253813549,0.255957409,0.205745442,0.0,0.104098894,0.0,-0.104830044,-0.156829944,-0.051894136,-13.22545901,-12.79220285,-3.225063349,-2.726127099,-3.56644441,-6.610279766,0.05232041,1.991770842,9.932563124,10.37882719,-13.47594119,-13.0460164,-2.969105941,-2.520381658,-3.56644441,-6.506180872,0.05232041,1.886940797,9.77573318,10.32693306
